full_var_info,measure_type,retrieval_practice,change_direction,condition,prop,actual_net,actual_pair
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,m,pair_853
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,f,pair_391
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,m,pair_853
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,f,pair_391
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.16666666666666666,m,pair_853
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5833333333333334,f,pair_391
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3333333333333333,m,pair_853
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,f,pair_392
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,m,pair_854
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,f,pair_392
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,m,pair_854
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.08333333333333333,f,pair_392
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.2222222222222222,m,pair_854
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5833333333333334,f,pair_392
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0,m,pair_854
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,f,pair_393
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,m,pair_855
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,f,pair_393
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,m,pair_855
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,f,pair_393
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.09090909090909091,m,pair_855
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.42857142857142855,f,pair_393
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.36363636363636365,m,pair_855
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,f,pair_394
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,m,pair_856
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,f,pair_394
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,m,pair_856
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,f,pair_394
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.5,m,pair_856
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2857142857142857,f,pair_394
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.16666666666666666,m,pair_856
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,f,pair_395
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,m,pair_857
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,f,pair_395
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,m,pair_857
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.21428571428571427,f,pair_395
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.2727272727272727,m,pair_857
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.21428571428571427,f,pair_395
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5454545454545454,m,pair_857
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5714285714285714,f,pair_396
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,m,pair_858
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,f,pair_396
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,m,pair_858
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,f,pair_396
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3076923076923077,m,pair_858
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.7333333333333333,f,pair_396
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,m,pair_858
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5714285714285714,g,pair_397
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_859
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,g,pair_397
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,n,pair_859
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,g,pair_397
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.25,n,pair_859
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.6153846153846154,g,pair_397
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4166666666666667,n,pair_859
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_398
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_860
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,g,pair_398
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,n,pair_860
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,g,pair_398
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.07692307692307693,n,pair_860
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.7333333333333333,g,pair_398
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,n,pair_860
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.6666666666666666,g,pair_399
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_861
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.16666666666666666,g,pair_399
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,n,pair_861
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07692307692307693,g,pair_399
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3333333333333333,n,pair_861
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.6923076923076923,g,pair_399
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.2222222222222222,n,pair_861
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,g,pair_400
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,n,pair_862
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.16666666666666666,g,pair_400
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,n,pair_862
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,g,pair_400
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.09090909090909091,n,pair_862
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5333333333333333,g,pair_400
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5454545454545454,n,pair_862
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_401
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_863
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,g,pair_401
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,n,pair_863
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,g,pair_401
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3333333333333333,n,pair_863
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5333333333333333,g,pair_401
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.16666666666666666,n,pair_863
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.14285714285714285,g,pair_402
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,n,pair_864
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,g,pair_402
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,n,pair_864
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,g,pair_402
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.6,n,pair_864
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.42857142857142855,g,pair_402
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.1,n,pair_864
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_403
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_865
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.42857142857142855,g,pair_403
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,n,pair_865
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.1875,g,pair_403
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,n,pair_865
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4375,g,pair_403
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.16666666666666666,n,pair_865
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,g,pair_404
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,n,pair_866
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,g,pair_404
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,n,pair_866
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.0625,g,pair_404
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.5714285714285714,n,pair_866
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.25,g,pair_404
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.07142857142857142,n,pair_866
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,g,pair_405
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_867
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,g,pair_405
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,n,pair_867
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.25,g,pair_405
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3333333333333333,n,pair_867
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.1875,g,pair_405
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.25,n,pair_867
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_406
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,n,pair_868
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,g,pair_406
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,n,pair_868
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,g,pair_406
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.08333333333333333,n,pair_868
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4375,g,pair_406
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,n,pair_868
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,g,pair_407
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,n,pair_869
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,g,pair_407
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,n,pair_869
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.125,g,pair_407
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.38461538461538464,n,pair_869
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5,g,pair_407
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.15384615384615385,n,pair_869
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,g,pair_408
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,n,pair_870
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,g,pair_408
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,n,pair_870
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.1875,g,pair_408
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.08333333333333333,n,pair_870
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3125,g,pair_408
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4166666666666667,n,pair_870
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,g,pair_409
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_871
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,g,pair_409
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,n,pair_871
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,g,pair_409
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.18181818181818182,n,pair_871
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0,g,pair_409
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5454545454545454,n,pair_871
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,g,pair_410
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,n,pair_872
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,g,pair_410
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,n,pair_872
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,g,pair_410
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.08333333333333333,n,pair_872
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.26666666666666666,g,pair_410
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,n,pair_872
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,g,pair_411
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_873
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.375,g,pair_411
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,n,pair_873
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.15384615384615385,g,pair_411
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3076923076923077,n,pair_873
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.38461538461538464,g,pair_411
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.15384615384615385,n,pair_873
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,g,pair_412
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_874
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,g,pair_412
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,n,pair_874
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,g,pair_412
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.23076923076923078,n,pair_874
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4666666666666667,g,pair_412
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.23076923076923078,n,pair_874
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_413
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_875
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,g,pair_413
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,n,pair_875
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,g,pair_413
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3,n,pair_875
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.6428571428571429,g,pair_413
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.1,n,pair_875
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_414
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_876
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.2857142857142857,g,pair_414
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,n,pair_876
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,g,pair_414
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.1,n,pair_876
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5384615384615384,g,pair_414
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.2,n,pair_876
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_415
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_877
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,g,pair_415
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,n,pair_877
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,g,pair_415
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,n,pair_877
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.46153846153846156,g,pair_415
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5454545454545454,n,pair_877
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_416
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,n,pair_878
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.2857142857142857,g,pair_416
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,n,pair_878
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,g,pair_416
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,n,pair_878
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4666666666666667,g,pair_416
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5833333333333334,n,pair_878
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_417
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,n,pair_879
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,g,pair_417
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,n,pair_879
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,g,pair_417
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3076923076923077,n,pair_879
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5333333333333333,g,pair_417
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.15384615384615385,n,pair_879
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,g,pair_418
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,n,pair_880
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,g,pair_418
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,n,pair_880
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.5833333333333334,g,pair_418
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,n,pair_880
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.08333333333333333,g,pair_418
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4375,n,pair_880
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.3333333333333333,g,pair_419
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,n,pair_881
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.16666666666666666,g,pair_419
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,n,pair_881
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.23076923076923078,g,pair_419
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,n,pair_881
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.38461538461538464,g,pair_419
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,n,pair_881
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,g,pair_420
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,n,pair_882
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,g,pair_420
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,n,pair_882
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.09090909090909091,g,pair_420
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,n,pair_882
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.36363636363636365,g,pair_420
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,n,pair_882
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.3333333333333333,g,pair_421
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.5,n,pair_883
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.16666666666666666,g,pair_421
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,n,pair_883
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07692307692307693,g,pair_421
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,n,pair_883
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.38461538461538464,g,pair_421
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,n,pair_883
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,g,pair_422
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.625,n,pair_884
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.2857142857142857,g,pair_422
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,n,pair_884
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.25,g,pair_422
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.0625,n,pair_884
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.25,g,pair_422
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3125,n,pair_884
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5714285714285714,g,pair_423
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,n,pair_885
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,g,pair_423
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,n,pair_885
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.21428571428571427,g,pair_423
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.0625,n,pair_885
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2857142857142857,g,pair_423
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5625,n,pair_885
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_424
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.5,n,pair_886
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,g,pair_424
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,n,pair_886
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.3076923076923077,g,pair_424
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.25,n,pair_886
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3076923076923077,g,pair_424
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.25,n,pair_886
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,g,pair_425
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,n,pair_887
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,g,pair_425
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,n,pair_887
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.42857142857142855,g,pair_425
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.0625,n,pair_887
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.21428571428571427,g,pair_425
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.625,n,pair_887
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,g,pair_426
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,n,pair_888
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,g,pair_426
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,n,pair_888
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.46153846153846156,g,pair_426
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,n,pair_888
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0,g,pair_426
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4375,n,pair_888
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,g,pair_427
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,n,pair_889
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.16666666666666666,g,pair_427
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,n,pair_889
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,g,pair_427
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,n,pair_889
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.21428571428571427,g,pair_427
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,n,pair_889
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.6666666666666666,g,pair_428
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_890
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,g,pair_428
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,n,pair_890
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,g,pair_428
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,n,pair_890
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3333333333333333,g,pair_428
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,n,pair_890
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,g,pair_429
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,n,pair_891
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.16666666666666666,g,pair_429
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,n,pair_891
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.15384615384615385,g,pair_429
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,n,pair_891
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3076923076923077,g,pair_429
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.375,n,pair_891
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.14285714285714285,g,pair_430
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,n,pair_892
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,g,pair_430
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,n,pair_892
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.4166666666666667,g,pair_430
